full_name,table_schema,table_name,ordinal_position,column_name,data_type,comment
compute.clusters,compute,clusters,17,aws_attributes,"struct<first_on_demand:bigint,availability:string,zone_id:string,instance_profile_arn:string,spot_bid_price_percent:bigint,ebs_volume_type:string,ebs_volume_count:bigint,ebs_volume_size:bigint,ebs_volume_iops:bigint,ebs_volume_throughput:bigint>",AWS specific settings.
compute.clusters,compute,clusters,18,azure_attributes,"struct<first_on_demand:bigint,availability:string,spot_bid_max_price:double>",Azure specific settings.
compute.clusters,compute,clusters,19,gcp_attributes,"struct<use_preemptible_executors:boolean,google_service_account:string,boot_disk_size:bigint,availability:string,zone_id:string,local_ssd_count:bigint>",GCP specific settings.
compute.clusters,compute,clusters,20,driver_instance_pool_id,string,Instance pool ID if the driver is configured on top of an instance pool.
compute.clusters,compute,clusters,21,worker_instance_pool_id,string,Instance Pool ID if the worker is configured on top of an instance pool.
compute.clusters,compute,clusters,22,dbr_version,string,The Databricks Runtime of the cluster.
compute.clusters,compute,clusters,23,change_time,timestamp,Timestamp of change to the compute definition.
compute.clusters,compute,clusters,24,change_date,date,Change date. Used for retention.
compute.clusters,compute,clusters,25,data_security_mode,string,Data security mode decides what data governance model to use when accessing data from a cluster.
compute.clusters,compute,clusters,26,policy_id,string,The ID of the cluster policy used to create the cluster if applicable.
compute.instance_events,compute,instance_events,0,account_id,string,ID of the account where this instance is launched.
compute.instance_events,compute,instance_events,1,workspace_id,string,ID of the workspace where this instance is launched.
compute.instance_events,compute,instance_events,2,instance_id,string,ID of the instance.
compute.instance_events,compute,instance_events,3,event_time,timestamp,Timestamp of the event.
compute.instance_events,compute,instance_events,4,event_type,string,"Event type. Possible values: INSTANCE_LAUNCHING, STATE_TRANSITION."
compute.instance_events,compute,instance_events,5,instance_pool_id,string,Instance pool ID if the instance belongs to a pool.
compute.instance_events,compute,instance_events,6,cluster_id,string,ID of the cluster this instance belongs to.
compute.instance_events,compute,instance_events,7,node_type,string,The name of the node type. This will match the instance type name from the cloud provider.
compute.instance_events,compute,instance_events,8,state,string,"Instance state. Possible values: INSTANCE_LAUNCHING, INSTANCE_READY, INSTANCE_PLACED, INSTANCE_TERMINATED."
compute.instance_events,compute,instance_events,9,availability_type,string,"Availability type of the instance. Possible values: ON_DEMAND, SPOT."
compute.instance_pools,compute,instance_pools,0,account_id,string,ID of the account where this instance pool was created.
compute.instance_pools,compute,instance_pools,1,workspace_id,string,ID of the workspace where this instance pool was created.
compute.instance_pools,compute,instance_pools,2,instance_pool_id,string,ID of the instance pool.
compute.instance_pools,compute,instance_pools,3,change_time,timestamp,Timestamp of change to instance pool configuration.
compute.instance_pools,compute,instance_pools,4,create_time,timestamp,Timestamp of instance pool creation.
compute.instance_pools,compute,instance_pools,5,delete_time,timestamp,Timestamp of instance pool deletion. The value is null if the instance pool is not deleted.
compute.instance_pools,compute,instance_pools,6,instance_pool_name,string,User defined name of the instance pool.
compute.instance_pools,compute,instance_pools,7,tags,"map<string,string>",User-defined tags for the instance pool (does not include default tags).
compute.instance_pools,compute,instance_pools,8,node_type,string,Node type used for instances in the pool. This matches the instance type name from the cloud provider.
compute.instance_pools,compute,instance_pools,9,idle_instance_autotermination_minutes,bigint,The extra instances in the pool cache are automatically terminated after they are inactive for this time in minutes.
compute.instance_pools,compute,instance_pools,10,min_idle_instances,bigint,Minimum number of idle instances to keep in the instance pool.
compute.instance_pools,compute,instance_pools,11,max_capacity,bigint,"Maximum number of outstanding instances to keep in the pool, including both instances used by clusters and idle instances."
compute.instance_pools,compute,instance_pools,12,enable_elastic_disk,boolean,"Autoscaling Local Storage: when enabled, this instances in this pool will dynamically acquire additional disk space when its Spark workers are running low on disk space."
compute.instance_pools,compute,instance_pools,13,disk_spec,"struct<disk_type:string,disk_count:bigint,disk_size:bigint,disk_iops:bigint,disk_throughput:bigint>",The specification of the disks that will be attached to all spark containers.
compute.instance_pools,compute,instance_pools,14,preloaded_docker_images,array<string>,Custom Docker Image BYOC.
compute.instance_pools,compute,instance_pools,15,preloaded_spark_version,string,"Preloaded Spark image version for the pool, if defined."
compute.instance_pools,compute,instance_pools,16,aws_attributes,"struct<availability:string,zone_id:string,spot_bid_price_percent:bigint>",Attributes related to instance pools running on AWS.
compute.instance_pools,compute,instance_pools,17,azure_attributes,"struct<availability:string,spot_bid_max_price:double>",Attributes related to instance pools running on Azure.
compute.instance_pools,compute,instance_pools,18,gcp_attributes,"struct<zone_id:string,local_ssd_count:bigint,availability:string>",Attributes related to instance pools running on GCP.
compute.node_timeline,compute,node_timeline,0,account_id,string,ID of the account where this compute resource is running.
compute.node_timeline,compute,node_timeline,1,workspace_id,string,ID of the workspace where this compute resource is running.
compute.node_timeline,compute,node_timeline,2,cluster_id,string,ID of the compute resource.
compute.node_timeline,compute,node_timeline,3,instance_id,string,ID for the specific instance.
compute.node_timeline,compute,node_timeline,4,start_time,timestamp,Start time for the record in UTC.
compute.node_timeline,compute,node_timeline,5,end_time,timestamp,End time for the record in UTC.
compute.node_timeline,compute,node_timeline,6,driver,boolean,Whether the instance is a driver or worker node.
compute.node_timeline,compute,node_timeline,7,cpu_user_percent,double,Percentage of time the CPU spent in userland.
compute.node_timeline,compute,node_timeline,8,cpu_system_percent,double,Percentage of time the CPU spent in the kernel.
compute.node_timeline,compute,node_timeline,9,cpu_wait_percent,double,Percentage of time the CPU spent waiting for I/O.
compute.node_timeline,compute,node_timeline,10,mem_used_percent,double,Percentage of the compute’s memory that was used during the time period (including memory used by background processes running on the compute).
compute.node_timeline,compute,node_timeline,11,mem_swap_percent,double,Percentage of memory usage attributed to memory swap.
compute.node_timeline,compute,node_timeline,12,network_sent_bytes,bigint,The number of bytes sent out in network traffic.
compute.node_timeline,compute,node_timeline,13,network_received_bytes,bigint,The number of received bytes from network traffic.
compute.node_timeline,compute,node_timeline,14,disk_free_bytes_per_mount_point,"map<string,bigint>",The disk utilization grouped by mount point. This is ephemeral storage provisioned only while the compute is running.
compute.node_timeline,compute,node_timeline,15,node_type,string,The name of the node type. This will match the instance type name from the cloud provider.
compute.node_timeline,compute,node_timeline,16,private_ip,string,Private IP.
compute.node_types,compute,node_types,0,account_id,string,ID of the account where this node type is available.
compute.node_types,compute,node_types,1,node_type,string,Unique identifier for node type.
compute.node_types,compute,node_types,2,core_count,double,Number of vCPUs for the instance.
compute.node_types,compute,node_types,3,memory_mb,bigint,Total memory for the instance.
compute.node_types,compute,node_types,4,gpu_count,bigint,Number of GPUs for the instance.
compute.warehouse_events,compute,warehouse_events,0,account_id,string,The ID of the Databricks account.
compute.warehouse_events,compute,warehouse_events,1,workspace_id,string,The ID of the workspace where the warehouse is deployed.
compute.warehouse_events,compute,warehouse_events,2,warehouse_id,string,The ID of SQL warehouse the event is related to.
compute.warehouse_events,compute,warehouse_events,3,event_type,string,"The type of warehouse event. Possible values are SCALED_UP, SCALED_DOWN, STOPPING, RUNNING, STARTING, and STOPPED."
compute.warehouse_events,compute,warehouse_events,4,cluster_count,int,The number of clusters that are actively running.
compute.warehouse_events,compute,warehouse_events,5,event_time,timestamp,Timestamp of when the event took place in UTC.
compute.warehouses,compute,warehouses,0,warehouse_id,string,The ID of the SQL warehouse.
compute.warehouses,compute,warehouses,1,workspace_id,string,The ID of the workspace where the warehouse is deployed.
compute.warehouses,compute,warehouses,2,account_id,string,The ID of the Databricks account.
compute.warehouses,compute,warehouses,3,warehouse_name,string,The name of the SQL warehouse.
compute.warehouses,compute,warehouses,4,warehouse_type,string,"The type of SQL warehouse. Possible values are CLASSIC, PRO, REAL_TIME, and SERVERLESS."
compute.warehouses,compute,warehouses,5,warehouse_channel,string,The channel of the SQL warehouse. Possible values are CURRENT and PREVIEW.
compute.warehouses,compute,warehouses,6,warehouse_size,string,"The cluster size of the SQL warehouse. Possible values are 2X_SMALL, X_SMALL, SMALL, MEDIUM, LARGE, X_LARGE, 2X_LARGE, 3X_LARGE, 4X_LARGE, 5X_LARGE, and AUTO."
compute.warehouses,compute,warehouses,7,min_clusters,int,The minimum number of clusters permitted.
compute.warehouses,compute,warehouses,8,max_clusters,int,The maximum number of clusters permitted.
compute.warehouses,compute,warehouses,9,auto_stop_minutes,int,The number of minutes before the SQL warehouse auto-stops due to inactivity.
compute.warehouses,compute,warehouses,10,tags,"map<string,string>",Tags for the SQL warehouse.
compute.warehouses,compute,warehouses,11,change_time,timestamp,Timestamp of change to the SQL warehouse definition.
compute.warehouses,compute,warehouses,12,delete_time,timestamp,Timestamp of when the SQL warehouse was deleted. The value is null if the SQL warehouse is not deleted.
compute.warehouses,compute,warehouses,13,created_by,string,"The name of the Databricks principal, user, or group that created this warehouse."
data_classification.results,data_classification,results,0,catalog_id,string,
data_classification.results,data_classification,results,1,table_id,string,
data_classification.results,data_classification,results,2,latest_detected_time,timestamp,
data_classification.results,data_classification,results,3,first_detected_time,timestamp,
data_classification.results,data_classification,results,4,catalog_name,string,
data_classification.results,data_classification,results,5,schema_name,string,
data_classification.results,data_classification,results,6,table_name,string,
data_classification.results,data_classification,results,7,column_name,string,
data_classification.results,data_classification,results,8,data_type,string,
data_classification.results,data_classification,results,9,class_tag,string,
data_classification.results,data_classification,results,10,samples,array<string>,
data_classification.results,data_classification,results,11,confidence,string,
data_classification.results,data_classification,results,12,frequency,double,
data_classification.results,data_classification,results,13,exclusion_state,string,
data_classification.results,data_classification,results,14,class_tag_value,string,
data_quality_monitoring.table_results,data_quality_monitoring,table_results,0,event_time,timestamp,
data_quality_monitoring.table_results,data_quality_monitoring,table_results,1,catalog_name,string,
data_quality_monitoring.table_results,data_quality_monitoring,table_results,2,schema_name,string,
data_quality_monitoring.table_results,data_quality_monitoring,table_results,3,table_name,string,
data_quality_monitoring.table_results,data_quality_monitoring,table_results,4,catalog_id,string,
data_quality_monitoring.table_results,data_quality_monitoring,table_results,5,schema_id,string,
data_quality_monitoring.table_results,data_quality_monitoring,table_results,6,table_id,string,
data_quality_monitoring.table_results,data_quality_monitoring,table_results,7,status,string,
data_quality_monitoring.table_results,data_quality_monitoring,table_results,8,freshness,"struct<status:string,commit_freshness:struct<status:string,error_code:string,last_value:timestamp,predicted_value:timestamp>>",
data_quality_monitoring.table_results,data_quality_monitoring,table_results,9,completeness,"struct<status:string,total_row_count:struct<status:string,error_code:string,last_value:bigint,min_predicted_value:bigint,max_predicted_value:bigint>,daily_row_count:struct<status:string,error_code:string,last_value:bigint,min_predicted_value:bigint,max_predicted_value:bigint>>",
data_quality_monitoring.table_results,data_quality_monitoring,table_results,10,downstream_impact,"struct<impact_level:int,num_downstream_tables:bigint,num_queries_on_affected_tables:bigint>",
data_quality_monitoring.table_results,data_quality_monitoring,table_results,11,root_cause_analysis,"struct<upstream_jobs:array<struct<job_id:string,workspace_id:string,job_name:string,last_run_status:string,run_page_url:string>>>",
data_quality_monitoring.table_results,data_quality_monitoring,table_results,12,_internal_debug_info,"struct<event_freshness:struct<status:string,error_code:string,last_event_value:timestamp,predicted_event_value:timestamp,last_event_latency_seconds:bigint,predicted_event_latency_seconds:bigint,event_column:string>,unhealthy_groups:array<struct<group:map<string,string>>>,status_since:timestamp,is_static:boolean,completeness:struct<historical_row_count:array<struct<timestamp:timestamp,row_count:bigint,predicted_value:bigint,predicted_upper_bound:bigint,predicted_lower_bound:bigint>>>,commit_freshness:struct<commit_history:array<struct<version:string,timestamp:timestamp,operation:string,operation_metrics:map<string,string>>>>,custom_sql:array<struct<name:string,column_vars:map<string,string>,sql_query:string,actual_value:double,status:string,violation_type:string,predicted_lower_bound:double,predicted_upper_bound:double,error_code:string,_internal:struct<history:array<struct<timestamp:timestamp,value:double,predicted_value:double,predicted_upper_bound:double,predicted_lower_bound:double>>,model_selection:map<string,string>>>>,rca:array<struct<levels_upstream:int,upstream_table_info:struct<table_id:string,table_status:string>,job_infos:array<struct<workspace_id:string,job_id:string,reason:string>>,pipeline_infos:array<struct<workspace_id:string,pipeline_id:string,reason:string>>>>,run_cost:struct<pct_of_total_duration:double>,scans_in_last_week_count:bigint,became_healthy_time:timestamp,last_healthy_time:timestamp>",
lakeflow.job_run_timeline,lakeflow,job_run_timeline,0,account_id,string,The ID of the account this job belongs to.
lakeflow.job_run_timeline,lakeflow,job_run_timeline,1,workspace_id,string,The ID of the workspace this job belongs to.
lakeflow.job_run_timeline,lakeflow,job_run_timeline,2,job_id,string,The ID of the job. This key is only unique within a single workspace.
lakeflow.job_run_timeline,lakeflow,job_run_timeline,3,run_id,string,The ID of the job run.
lakeflow.job_run_timeline,lakeflow,job_run_timeline,4,period_start_time,timestamp,The start time for the run or for the time period. Timezone information is recorded at the end of the value with +00:00 representing UTC.
lakeflow.job_run_timeline,lakeflow,job_run_timeline,5,period_end_time,timestamp,The end time for the run or for the time period. Timezone information is recorded at the end of the value with +00:00 representing UTC.
lakeflow.job_run_timeline,lakeflow,job_run_timeline,6,trigger_type,string,"The type of trigger that can fire a run. For possible values, see [Trigger type values](https://docs.databricks.com/en/admin/system-tables/jobs.html#trigger)"
lakeflow.job_run_timeline,lakeflow,job_run_timeline,7,result_state,string,"The outcome of the job run. For possible values, see [Result state values](https://docs.databricks.com/en/admin/system-tables/jobs.html#result)."
lakeflow.job_run_timeline,lakeflow,job_run_timeline,8,run_type,string,"The type of job run. For possible values, see [Run type values](https://docs.databricks.com/en/admin/system-tables/jobs.html#run-type)."
lakeflow.job_run_timeline,lakeflow,job_run_timeline,9,run_name,string,The user-supplied run name associated with this job run.
lakeflow.job_run_timeline,lakeflow,job_run_timeline,10,compute_ids,array<string>,"Array containing the compute IDs for the parent job run. Use for identifying cluster used by `WORKFLOW_RUN` run types. For other compute information, refer to the `job_task_run_timeline` table. **Not populated for rows emitted before late August 2024**"
lakeflow.job_run_timeline,lakeflow,job_run_timeline,11,termination_code,string,"The termination code of the job run. For possible values, see [Termination code values](https://docs.databricks.com/en/admin/system-tables/jobs.html#termination). **Not populated for rows emitted before late August 2024.**"
lakeflow.job_run_timeline,lakeflow,job_run_timeline,12,job_parameters,"map<string,map<string,string>>",The job-level parameters used in the job run. **Not populated for rows emitted before late August 2024.**
lakeflow.job_run_timeline,lakeflow,job_run_timeline,13,source_task_run_id,string,The id of the source task run. Use for identifying which task run triggered this job run. **Not populated for rows emitted before late November 2025**
lakeflow.job_run_timeline,lakeflow,job_run_timeline,14,root_task_run_id,string,The id of the root task run. Use for identifying which task run triggered this job run. **Not populated for rows emitted before late November 2025**
lakeflow.job_run_timeline,lakeflow,job_run_timeline,15,compute,"array<struct<type:string,cluster_id:string,warehouse_id:string>>",Details about the compute resources used in the job run. **Not populated for rows emitted before late November 2025**
lakeflow.job_run_timeline,lakeflow,job_run_timeline,16,termination_type,string,The type of termination for the job run. **Not populated for rows emitted before late November 2025**
lakeflow.job_run_timeline,lakeflow,job_run_timeline,17,setup_duration_seconds,bigint,The duration of the setup phase for the job run in seconds. **Not populated for rows emitted before late November 2025**
lakeflow.job_run_timeline,lakeflow,job_run_timeline,18,queue_duration_seconds,bigint,The duration spent in the queue for the job run in seconds. **Not populated for rows emitted before late November 2025**
lakeflow.job_run_timeline,lakeflow,job_run_timeline,19,run_duration_seconds,bigint,The total duration of the job run in seconds. **Not populated for rows emitted before late November 2025**
lakeflow.job_run_timeline,lakeflow,job_run_timeline,20,cleanup_duration_seconds,bigint,The duration of the cleanup phase for the job run in seconds. **Not populated for rows emitted before late November 2025**
lakeflow.job_run_timeline,lakeflow,job_run_timeline,21,execution_duration_seconds,bigint,The duration of the execution phase for the job run in seconds. **Not populated for rows emitted before late November 2025**
lakeflow.job_task_run_timeline,lakeflow,job_task_run_timeline,0,account_id,string,The ID of the account this job belongs to.
lakeflow.job_task_run_timeline,lakeflow,job_task_run_timeline,1,workspace_id,string,The ID of the workspace this job belongs to.
lakeflow.job_task_run_timeline,lakeflow,job_task_run_timeline,2,job_id,string,The ID of the job. Only unique within a single workspace.
lakeflow.job_task_run_timeline,lakeflow,job_task_run_timeline,3,run_id,string,The ID of the task run.
lakeflow.job_task_run_timeline,lakeflow,job_task_run_timeline,4,period_start_time,timestamp,The start time for the task or for the time period. Timezone information is recorded at the end of the value with +00:00 representing UTC.
lakeflow.job_task_run_timeline,lakeflow,job_task_run_timeline,5,period_end_time,timestamp,The end time for the task or for the time period. Timezone information is recorded at the end of the value with +00:00 representing UTC.
lakeflow.job_task_run_timeline,lakeflow,job_task_run_timeline,6,task_key,string,The reference key for a task in a job. This key is only unique within a single job.
lakeflow.job_task_run_timeline,lakeflow,job_task_run_timeline,7,compute_ids,array<string>,An array containing the IDs of compute used by the job task.
lakeflow.job_task_run_timeline,lakeflow,job_task_run_timeline,8,result_state,string,The outcome of the job task run.
lakeflow.job_task_run_timeline,lakeflow,job_task_run_timeline,9,job_run_id,string,The ID of the job run. **Not populated for rows emitted before late August 2024.**
lakeflow.job_task_run_timeline,lakeflow,job_task_run_timeline,10,parent_run_id,string,The ID of the parent run. **Not populated for rows emitted before late August 2024.**
lakeflow.job_task_run_timeline,lakeflow,job_task_run_timeline,11,termination_code,string,The termination code of the task run. **Not populated for rows emitted before late August 2024.**
lakeflow.job_task_run_timeline,lakeflow,job_task_run_timeline,12,compute,"array<struct<type:string,cluster_id:string,warehouse_id:string>>",Details about the compute resources used in the job task run. **Not populated for rows emitted before late November 2025**
lakeflow.job_task_run_timeline,lakeflow,job_task_run_timeline,13,termination_type,string,The type of termination for the job task run. **Not populated for rows emitted before late November 2025**
lakeflow.job_task_run_timeline,lakeflow,job_task_run_timeline,14,task_parameters,"map<string,map<string,string>>",The task-level parameters used in the job task run. **Not populated for rows emitted before late November 2025**
lakeflow.job_task_run_timeline,lakeflow,job_task_run_timeline,15,setup_duration_seconds,bigint,The duration of the setup phase for the task run in seconds. **Not populated for rows emitted before late November 2025**
lakeflow.job_task_run_timeline,lakeflow,job_task_run_timeline,16,cleanup_duration_seconds,bigint,The duration of the cleanup phase for the task run in seconds. **Not populated for rows emitted before late November 2025**
lakeflow.job_task_run_timeline,lakeflow,job_task_run_timeline,17,execution_duration_seconds,bigint,The duration of the execution phase for the task run in seconds. **Not populated for rows emitted before late November 2025**
lakeflow.job_tasks,lakeflow,job_tasks,0,account_id,string,The ID of the account this job belongs to.
lakeflow.job_tasks,lakeflow,job_tasks,1,workspace_id,string,The ID of the workspace this job belongs to.
lakeflow.job_tasks,lakeflow,job_tasks,2,job_id,string,The ID of the job. Only unique within a single workspace.
lakeflow.job_tasks,lakeflow,job_tasks,3,task_key,string,The reference key for a task in a job. Only unique within a single job.
lakeflow.job_tasks,lakeflow,job_tasks,4,depends_on_keys,array<string>,The task keys of all upstream dependencies of this task.
lakeflow.job_tasks,lakeflow,job_tasks,5,change_time,timestamp,The time when the task was last modified. Timezone recorded as +00:00 (UTC).
lakeflow.job_tasks,lakeflow,job_tasks,6,delete_time,timestamp,The time when a task was deleted by the user. Timezone recorded as +00:00 (UTC).
lakeflow.job_tasks,lakeflow,job_tasks,7,timeout_seconds,bigint,The timeout duration for the task in seconds. **Not populated for rows emitted before late November 2025**
lakeflow.job_tasks,lakeflow,job_tasks,8,health_rules,"array<struct<metric:string,operator:string,value:bigint>>",Set of health rules defined for this job task. **Not populated for rows emitted before late November 2025**
lakeflow.jobs,lakeflow,jobs,0,account_id,string,The ID of the account this job belongs to.
lakeflow.jobs,lakeflow,jobs,1,workspace_id,string,The ID of the workspace this job belongs to.
lakeflow.jobs,lakeflow,jobs,2,job_id,string,The ID of the job. Only unique within a single workspace.
lakeflow.jobs,lakeflow,jobs,3,name,string,The user-supplied name of the job.
lakeflow.jobs,lakeflow,jobs,4,creator_id,string,The ID of the principal who created the job.
lakeflow.jobs,lakeflow,jobs,5,tags,"map<string,string>",The user-supplied custom tags associated with this job.
lakeflow.jobs,lakeflow,jobs,6,run_as,string,The ID of the user or service principal whose permissions are used for the job run.
lakeflow.jobs,lakeflow,jobs,7,change_time,timestamp,The time when the job was last modified. Timezone recorded as +00:00 (UTC).
lakeflow.jobs,lakeflow,jobs,8,delete_time,timestamp,The time when the job was deleted by the user. Timezone recorded as +00:00 (UTC).
lakeflow.jobs,lakeflow,jobs,9,description,string,The user-supplied description of the job. **Not populated for rows emitted before late August 2024.**
lakeflow.jobs,lakeflow,jobs,10,trigger,"struct<file_arrival:struct<url:string,min_time_between_triggers_seconds:int,wait_after_last_change_seconds:int>,periodic:struct<interval:int,units:string>,continuous:struct<enabled:boolean>,table_update:struct<table_names:array<string>,min_time_between_triggers_seconds:bigint,wait_after_last_change_seconds:bigint,condition:string>,schedule:struct<quartz_cron_expression:string,timezone_id:string>>",The trigger configuration for the job. **Not populated for rows emitted before late November 2025**
lakeflow.jobs,lakeflow,jobs,11,trigger_type,string,The type of trigger for the job. `MULTIPLE` indicates the job has 2 or more triggers; in that case the singular `trigger` column is NULL and `triggers` carries every trigger. **Not populated for rows emitted before late November 2025**
lakeflow.jobs,lakeflow,jobs,12,run_as_user_name,string,The email/ID of the service principal or group name whose permissions are used for the job run. **Not populated for rows emitted before late November 2025**
lakeflow.jobs,lakeflow,jobs,13,creator_user_name,string,The email/ID of the service principal or group name who created the job. **Not populated for rows emitted before late November 2025**
lakeflow.jobs,lakeflow,jobs,14,paused,boolean,Indicates whether the job is paused. **Not populated for rows emitted before late November 2025**
lakeflow.jobs,lakeflow,jobs,15,timeout_seconds,bigint,The timeout duration for the job in seconds. **Not populated for rows emitted before late November 2025**
lakeflow.jobs,lakeflow,jobs,16,health_rules,"array<struct<metric:string,operator:string,value:bigint>>",Set of health rules defined for this job. **Not populated for rows emitted before late November 2025**
lakeflow.jobs,lakeflow,jobs,17,deployment,"struct<kind:string,metadata_file_path:string>",Deployment information for jobs managed by external sources. **Not populated for rows emitted before late November 2025**
lakeflow.jobs,lakeflow,jobs,18,create_time,timestamp,The time at which this job was created. Timezone recorded as +00:00 (UTC). **Not populated for rows emitted before late November 2025**
lakeflow.pipeline_update_timeline,lakeflow,pipeline_update_timeline,0,workspace_id,string,The ID of the workspace this pipeline belongs to.
lakeflow.pipeline_update_timeline,lakeflow,pipeline_update_timeline,1,pipeline_id,string,The ID of the pipeline. Unique within a workspace.
lakeflow.pipeline_update_timeline,lakeflow,pipeline_update_timeline,2,update_id,string,The ID of the pipeline update.
lakeflow.pipeline_update_timeline,lakeflow,pipeline_update_timeline,3,update_type,string,The type of the pipeline update.
lakeflow.pipeline_update_timeline,lakeflow,pipeline_update_timeline,4,request_id,string,The ID of the request. Helps to understand how many times an update had to be retried/restarted.
lakeflow.pipeline_update_timeline,lakeflow,pipeline_update_timeline,5,run_as_user_name,string,The email/ID of the service principal or group name whose permissions are used for the pipeline update.
lakeflow.pipeline_update_timeline,lakeflow,pipeline_update_timeline,6,trigger_type,string,What triggered this update.
lakeflow.pipeline_update_timeline,lakeflow,pipeline_update_timeline,7,trigger_details,"struct<job_task:struct<job_id:string,job_task_run_id:string,performance_target:string>>",The details of the pipeline's trigger.
lakeflow.pipeline_update_timeline,lakeflow,pipeline_update_timeline,8,result_state,string,The outcome of the pipeline update.
lakeflow.pipeline_update_timeline,lakeflow,pipeline_update_timeline,9,compute,"struct<type:string,cluster_id:string>",Details about the compute resource used in the pipeline update.
lakeflow.pipeline_update_timeline,lakeflow,pipeline_update_timeline,10,period_start_time,timestamp,The start time for the pipeline update or for the hour. The value is stored as a UTC timestamp.
lakeflow.pipeline_update_timeline,lakeflow,pipeline_update_timeline,11,period_end_time,timestamp,The end time for the pipeline update or for the hour. The value is stored as a UTC timestamp.
lakeflow.pipeline_update_timeline,lakeflow,pipeline_update_timeline,12,refresh_selection,"array<struct<table_catalog:string,table_schema:string,table_name:string>>",A list of tables to update without fullRefresh.
lakeflow.pipeline_update_timeline,lakeflow,pipeline_update_timeline,13,full_refresh_selection,"array<struct<table_catalog:string,table_schema:string,table_name:string>>",A list of tables to update with fullRefresh.
lakeflow.pipeline_update_timeline,lakeflow,pipeline_update_timeline,14,reset_checkpoint_selection,array<string>,A list of streaming flows to clear the checkpoints for.
lakeflow.pipeline_update_timeline,lakeflow,pipeline_update_timeline,15,account_id,string,The ID of the account this pipeline belongs to.
lakeflow.pipelines,lakeflow,pipelines,0,workspace_id,string,The ID of the workspace this pipeline belongs to.
lakeflow.pipelines,lakeflow,pipelines,1,pipeline_id,string,The ID of the pipeline.
lakeflow.pipelines,lakeflow,pipelines,2,pipeline_type,string,The type of pipeline.
lakeflow.pipelines,lakeflow,pipelines,3,name,string,The user-supplied name of the pipeline.
lakeflow.pipelines,lakeflow,pipelines,4,created_by,string,The email/ID of the service principal or group name who created the pipeline.
lakeflow.pipelines,lakeflow,pipelines,5,run_as,string,The email/ID of the service principal or group name whose permissions are used for the pipeline run.
lakeflow.pipelines,lakeflow,pipelines,6,tags,"map<string,string>",The user-supplied tags associated with the pipeline.
lakeflow.pipelines,lakeflow,pipelines,7,settings,"struct<photon:boolean,development:boolean,continuous:boolean,serverless:boolean,edition:string,channel:string>",The settings of the pipeline.
lakeflow.pipelines,lakeflow,pipelines,8,configuration,"map<string,string>",The user-supplied configuration of the pipeline.
lakeflow.pipelines,lakeflow,pipelines,9,change_time,timestamp,The time when the pipeline was last modified. Timezone recorded as +00:00 (UTC).
lakeflow.pipelines,lakeflow,pipelines,10,delete_time,timestamp,The time when a pipeline was deleted by the user. Timezone recorded as +00:00 (UTC).
lakeflow.pipelines,lakeflow,pipelines,11,account_id,string,The ID of the account this pipeline belongs to.
lakeflow.pipelines,lakeflow,pipelines,12,create_time,timestamp,The time when a pipeline was created by the user. Timezone recorded as +00:00 (UTC). **Not populated for rows emitted before late November 2025**
lakeflow.zerobus_ingest,lakeflow,zerobus_ingest,0,commit_version,bigint,Unique version number of a commit to the delta table
lakeflow.zerobus_ingest,lakeflow,zerobus_ingest,1,stream_id,string,ID of the stream that performed the ingestion
lakeflow.zerobus_ingest,lakeflow,zerobus_ingest,2,workspace_id,string,ID of the workspace that the stream is created in
lakeflow.zerobus_ingest,lakeflow,zerobus_ingest,3,account_id,string,ID of the account that owns the given workspace
lakeflow.zerobus_ingest,lakeflow,zerobus_ingest,4,table_id,string,ID of the table that is being written into
lakeflow.zerobus_ingest,lakeflow,zerobus_ingest,5,table_name,string,Fully qualified table name in human readable format
lakeflow.zerobus_ingest,lakeflow,zerobus_ingest,6,commit_time,timestamp,Time of the commit
lakeflow.zerobus_ingest,lakeflow,zerobus_ingest,7,committed_bytes,bigint,Size of the ingested data in Bytes
lakeflow.zerobus_ingest,lakeflow,zerobus_ingest,8,committed_records,bigint,Number of committed records
lakeflow.zerobus_ingest,lakeflow,zerobus_ingest,9,tags,array<string>,Custom tags for tracking usage origin and other metadata
lakeflow.zerobus_ingest,lakeflow,zerobus_ingest,10,errors,"array<struct<error_code:bigint,error_message:string,timestamp:timestamp>>",The errors that occurred while using the stream
lakeflow.zerobus_stream,lakeflow,zerobus_stream,0,stream_id,string,ID of the created stream
lakeflow.zerobus_stream,lakeflow,zerobus_stream,1,event_time,timestamp,Time of log event
lakeflow.zerobus_stream,lakeflow,zerobus_stream,2,workspace_id,string,ID of the workspace that the stream is created in
lakeflow.zerobus_stream,lakeflow,zerobus_stream,3,account_id,string,ID of the account that owns the given workspace
lakeflow.zerobus_stream,lakeflow,zerobus_stream,4,producer_id,string,Custom ID of the client producer application used to ingest data
lakeflow.zerobus_stream,lakeflow,zerobus_stream,5,opened_time,timestamp,Time of opening the stream
lakeflow.zerobus_stream,lakeflow,zerobus_stream,6,closed_time,timestamp,Time of closing the stream
lakeflow.zerobus_stream,lakeflow,zerobus_stream,7,table_id,string,ID of the table that is being written into
lakeflow.zerobus_stream,lakeflow,zerobus_stream,8,table_name,string,Fully qualified table name in human readable format
lakeflow.zerobus_stream,lakeflow,zerobus_stream,9,protocol,string,Protocol used for data ingestion
